orgao,mes,ds_fonte_recurso,ds_cd_aplicacao_fixo,ds_alinea,ds_subalinea,vl_arrecadacao,cidade,ano
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,24729900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS,NA,"301.310,68",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"48,55",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"118,54",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213599 - OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"1.280,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,NA,"10.869,99",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"402,38",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"546,20",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19139900 - MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTROS TRIBUTOS,NA,"166,83",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"4,28",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210102 - COTA-PARTE FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS,"-82.572,06",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220104 - COTA-PARTE DO IPI SOBRE EXPORTAÇÃO,"-301,59",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"148,03",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213599 - OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"318,21",parisi,2014
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL - PARISI,Julho,03 - RECURSOS PRÓPRIOS DE FUNDOS ESPECIAIS DE DESPESA-VINCULADOS,600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES,19221000 - COMPENSAÇÕES FINANCEIRAS ENTRE O REGIME GERAL E OS REGIMES PRÓPRIOS DE PREVIDÊNCIA DOS SERVIDORES - RPPS,19221001 -  PRINCIPAL,"688,70",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"385,17",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17213400 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,NA,"6.000,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19329900 - RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA DE OUTRAS RECEITAS,19329901 - RECEITA DA DÍVIDA ATIVA NÃO-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL,"2.038,73",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11229000 - TAXA DE LIMPEZA PÚBLICA,NA,"2.196,50",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"51,42",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"257,08",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17629900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DO ESTADO,NA,"2.688,60",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,NA,"5.401,71",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"89,91",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220101 - COTA-PARTE DO ICMS,"-46.398,49",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"73,97",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,"16004200 - SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINO FINAL DE ESGOTOS",NA,"7.125,71",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,24729900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS,NA,"160.000,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,310 - SAÚDE - GERAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"30,45",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"3,27",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213503 - TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE,"3.152,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,320 - SAÚDE - TAXAS,11211700 - TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,NA,"322,85",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"33,39",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"1.366,75",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19159900 - OUTRAS MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS,19159901 - OUTRAS MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS - PRINCIPAL,"347,78",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"205,79",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210105 - COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"63,88",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17223300 - TRANSFERÊNCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAÚDE - REPASSE FUNDO A FUNDO,NA,"16.800,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"244,21",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"21,68",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213501 - TRANSFERÊNCIAS DO SALÁRIO-EDUCAÇÃO,"9.845,68",parisi,2014
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL - PARISI,Julho,03 - RECURSOS PRÓPRIOS DE FUNDOS ESPECIAIS DE DESPESA-VINCULADOS,600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES,72102900 - CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO - INTRA-ORÇAMENTÁRIAS,72102901 - CONTRIBUIÇÃO PATRONAL PARA O REGIME PRÓPRIO DE PREVIDÊNCIA - INTRA-ORÇAMENTÁRIAS,"1.174,13",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"141,76",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17213400 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,NA,"500,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,24719900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO,NA,"-2.191,29",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11229900 - OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,NA,"1.485,32",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"6.060,50",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19113800 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU,NA,"140,99",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11120431 - RETIDO NAS FONTES - TRABALHO,"9.471,55",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"35,11",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220102 - COTA-PARTE DO IPVA,"12.980,83",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"1.124,54",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,16004500 - SERVIÇOS DE PREPARAÇÃO DA TERRA EM PROPRIEDADES PARTICULARES,NA,"180,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213599 - OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"1.092,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,24729900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS,NA,"15.000,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,320 - SAÚDE - TAXAS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"21,92",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"556,34",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19189900 - OUTRAS MULTAS E JUROS DE MORA,NA,"569,78",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,"11212500 - TAXA DE LICENÇA PARA FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORAS DE SERVIÇOS",NA,"496,06",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"11,74",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"4.000,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"14,29",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210105 - COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"-12,77",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17223300 - TRANSFERÊNCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAÚDE - REPASSE FUNDO A FUNDO,NA,"7.200,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"115,14",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"290,45",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17213600 - TRANSFERÊNCIA FINANCEIRA DO ICMS - DESONERAÇÃO - L.C. Nº 87-96,NA,"940,41",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"46,07",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17213400 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,NA,"2.700,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,24720100 - TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS PARA O SISTEMA ÚNICO DE SAÚDE - SUS,NA,"19.046,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"0,49",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"157,85",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"6.084,00",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,19119900 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,19119901 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,"151,82",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11120434 - RETIDO NAS FONTES - OUTROS RENDIMENTOS,"321,68",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,16004600 - SERVIÇOS DE CEMITÉRIO,NA,"1.008,19",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220102 - COTA-PARTE DO IPVA,"-2.596,20",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,263 - EDUCAÇÃO - FUNDEB-REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250102 - RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - FUNDEB,"355,69",parisi,2014
PREFEITURA MUNICIPAL DE PARISI,Julho,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213599 - OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"138,35",parisi,2014
